N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Crop_cotton,Crop_maize,Crop_rice
21.37509,9.50004,13.45839,22,70,6.0,False,True,False
8.33325,3.99996,7.333259999999999,25,80,6.5,False,False,True
29.3285,14.07768,25.80908,25,80,6.5,False,False,True
12.70098,7.0561,12.70098,20,60,6.5,False,False,False
105.87807,47.05692,66.66396999999999,22,70,6.0,False,True,False
25.307640000000003,11.24784,15.93444,22,70,6.0,False,True,False
81.94743000000001,36.42108,51.59653,22,70,6.0,False,True,False
16.02666,7.12296,10.09086,22,70,6.0,False,True,False
14.92101,6.63156,9.39471,22,70,6.0,False,True,False
1.76094,0.78264,1.76094,28,65,6.0,True,False,False
54.0,24.0,34.0,22,70,6.0,False,True,False
33.148250000000004,15.91116,29.17046,25,80,6.5,False,False,True
15.3333,8.5185,15.3333,20,60,6.5,False,False,False
2.47428,1.09968,2.47428,28,65,6.0,True,False,False
46.62675,22.38084,41.03154,25,80,6.5,False,False,True
22.53762,12.5209,22.53762,20,60,6.5,False,False,False
29.366750000000003,14.096040000000002,25.842740000000003,25,80,6.5,False,False,True
26.29611,11.68716,16.55681,22,70,6.0,False,True,False
6.31584,3.5088,6.31584,20,60,6.5,False,False,False
76.08175,36.51924,66.95194000000001,25,80,6.5,False,False,True
27.0,12.0,17.0,22,70,6.0,False,True,False
8.60256,4.7792,8.60256,20,60,6.5,False,False,False
51.33564,22.81584,32.32244,22,70,6.0,False,True,False
22.126,10.62048,19.47088,25,80,6.5,False,False,True
73.98175,35.51124,65.10394,25,80,6.5,False,False,True
59.33709,26.37204,37.36039,22,70,6.0,False,True,False
6.224220000000001,3.4579000000000004,6.224220000000001,20,60,6.5,False,False,False
30.00006,16.666700000000002,30.00006,20,60,6.5,False,False,False
81.0,36.0,51.0,22,70,6.0,False,True,False
18.0,10.0,18.0,20,60,6.5,False,False,False
18.00009,8.00004,11.33339,22,70,6.0,False,True,False
28.55034,12.68904,17.97614,22,70,6.0,False,True,False
2.7,1.2000000000000002,2.7,28,65,6.0,True,False,False
33.48,14.88,21.08,22,70,6.0,False,True,False
58.039,27.85872,51.07432,25,80,6.5,False,False,True
43.18596,19.19376,27.19116,22,70,6.0,False,True,False
28.223000000000003,13.547040000000004,24.836240000000004,25,80,6.5,False,False,True
135.0,60.0,85.0,22,70,6.0,False,True,False
5.850089999999999,2.60004,5.850089999999999,28,65,6.0,True,False,False
65.38025,31.382520000000003,57.53462,25,80,6.5,False,False,True
36.2775,17.413199999999996,31.924199999999995,25,80,6.5,False,False,True
16.403000000000002,7.87344,14.434640000000002,25,80,6.5,False,False,True
13.24107,5.88492,13.24107,28,65,6.0,True,False,False
4.69557,2.08692,4.69557,28,65,6.0,True,False,False
30.7584,13.6704,19.3664,22,70,6.0,False,True,False
11.41803,5.07468,11.41803,28,65,6.0,True,False,False
4.2957,1.9092,4.2957,28,65,6.0,True,False,False
19.16352,10.6464,19.16352,20,60,6.5,False,False,False
56.56575,27.151560000000003,49.77786,25,80,6.5,False,False,True
18.588,8.922239999999999,16.35744,25,80,6.5,False,False,True
43.69356,19.41936,27.51076,22,70,6.0,False,True,False
18.82188,10.4566,18.82188,20,60,6.5,False,False,False
23.6375,11.346,20.801,25,80,6.5,False,False,True
7.16375,3.4386,6.304100000000001,25,80,6.5,False,False,True
21.78414,9.68184,13.715940000000002,22,70,6.0,False,True,False
10.11447,4.49532,10.11447,28,65,6.0,True,False,False
9.94698,5.5261000000000005,9.94698,20,60,6.5,False,False,False
11.36664,6.3148,11.36664,20,60,6.5,False,False,False
16.60716,9.2262,16.60716,20,60,6.5,False,False,False
1.6875,0.75,1.6875,28,65,6.0,True,False,False
34.477920000000005,15.323520000000002,21.70832,22,70,6.0,False,True,False
24.34025,11.68332,21.41942,25,80,6.5,False,False,True
56.19185999999999,24.97416,35.38006,22,70,6.0,False,True,False
9.1836,5.102,9.1836,20,60,6.5,False,False,False
59.87949999999999,28.74216,52.69396,25,80,6.5,False,False,True
77.01642000000001,34.22952,48.49182,22,70,6.0,False,True,False
129.09051,57.37356,81.27921,22,70,6.0,False,True,False
12.35952,6.8664000000000005,12.35952,20,60,6.5,False,False,False
200.13912,88.95072,126.01352,22,70,6.0,False,True,False
30.47409,13.54404,19.18739,22,70,6.0,False,True,False
12.85722,7.1429,12.85722,20,60,6.5,False,False,False
54.0,24.0,34.0,22,70,6.0,False,True,False
42.06708,18.69648,26.48668,22,70,6.0,False,True,False
10.8,4.800000000000001,10.8,28,65,6.0,True,False,False
8.08164,4.489800000000001,8.08164,20,60,6.5,False,False,False
87.35283,38.82348,54.99993,22,70,6.0,False,True,False
8.57493,3.81108,5.39903,22,70,6.0,False,True,False
30.7185,14.744879999999998,27.03228,25,80,6.5,False,False,True
33.83856,15.03936,21.30576,22,70,6.0,False,True,False
8.89056,4.9392000000000005,8.89056,20,60,6.5,False,False,False
3.6,2.0,3.6,20,60,6.5,False,False,False
55.6875,24.75,35.0625,22,70,6.0,False,True,False
21.76434,12.0913,21.76434,20,60,6.5,False,False,False
46.13139,20.50284,29.04569,22,70,6.0,False,True,False
82.12509,36.50004,51.70839,22,70,6.0,False,True,False
17.20242,9.5569,17.20242,20,60,6.5,False,False,False
28.73394,12.77064,18.09174,22,70,6.0,False,True,False
9.0,5.0,9.0,20,60,6.5,False,False,False
18.0,10.0,18.0,20,60,6.5,False,False,False
29.57148,13.14288,18.61908,22,70,6.0,False,True,False
72.34488,32.15328,45.55048,22,70,6.0,False,True,False
18.09775,8.686919999999999,15.92602,25,80,6.5,False,False,True
32.26392,14.33952,20.31432,22,70,6.0,False,True,False
44.73144,19.88064,28.16424,22,70,6.0,False,True,False
39.88374999999999,19.1442,35.0977,25,80,6.5,False,False,True
32.04333,14.24148,20.17543,22,70,6.0,False,True,False
2.2620600000000004,1.00536,2.2620600000000004,28,65,6.0,True,False,False
12.00006,6.6667,12.00006,20,60,6.5,False,False,False
48.8605,23.45304,42.99724,25,80,6.5,False,False,True
8.81631,3.91836,8.81631,28,65,6.0,True,False,False
44.4925,21.3564,39.153400000000005,25,80,6.5,False,False,True
9.92304,5.5128,9.92304,20,60,6.5,False,False,False
106.915,51.3192,94.0852,25,80,6.5,False,False,True
30.84885,13.7106,19.42335,22,70,6.0,False,True,False
15.06114,8.3673,15.06114,20,60,6.5,False,False,False
19.3845,9.30456,17.05836,25,80,6.5,False,False,True
4.16675,2.00004,3.66674,25,80,6.5,False,False,True
39.73224999999999,19.07148,34.96438,25,80,6.5,False,False,True
9.06714,4.02984,9.06714,28,65,6.0,True,False,False
2.9276100000000005,1.30116,2.9276100000000005,28,65,6.0,True,False,False
9.0,5.0,9.0,20,60,6.5,False,False,False
15.13647,6.727320000000001,9.53037,22,70,6.0,False,True,False
56.081970000000005,24.925320000000003,35.31087,22,70,6.0,False,True,False
18.00009,8.00004,11.33339,22,70,6.0,False,True,False
13.25268,5.89008,13.25268,28,65,6.0,True,False,False
92.637,44.46576,81.52056,25,80,6.5,False,False,True
44.15325000000001,21.19356,38.85486,25,80,6.5,False,False,True
49.33675,23.68164,43.41634,25,80,6.5,False,False,True
15.703920000000002,8.724400000000001,15.703920000000002,20,60,6.5,False,False,False
39.706,19.05888,34.94128,25,80,6.5,False,False,True
21.00006,11.6667,21.00006,20,60,6.5,False,False,False
64.5445,30.98136,56.79916,25,80,6.5,False,False,True
18.2727,10.1515,18.2727,20,60,6.5,False,False,False
70.00452,31.11312,44.07692,22,70,6.0,False,True,False
9.48861,4.21716,9.48861,28,65,6.0,True,False,False
32.99994,14.66664,20.77774,22,70,6.0,False,True,False
10.75608,5.9756,10.75608,20,60,6.5,False,False,False
4.69557,2.08692,4.69557,28,65,6.0,True,False,False
8.82954,4.9053,8.82954,20,60,6.5,False,False,False
3.375,1.5,3.375,28,65,6.0,True,False,False
45.40482,20.179920000000003,28.588220000000003,22,70,6.0,False,True,False
1.7517599999999998,0.7785599999999999,1.7517599999999998,28,65,6.0,True,False,False
56.3575,27.0516,49.59460000000001,25,80,6.5,False,False,True
81.0,36.0,51.0,22,70,6.0,False,True,False
2.99997,1.33332,2.99997,28,65,6.0,True,False,False
181.82286,80.81016,114.48106,22,70,6.0,False,True,False
18.4325,8.8476,16.220599999999997,25,80,6.5,False,False,True
60.75625,29.163,53.4655,25,80,6.5,False,False,True
13.5,6.0,13.5,28,65,6.0,True,False,False
43.421,20.84208,38.21048,25,80,6.5,False,False,True
17.23675,8.27364,15.16834,25,80,6.5,False,False,True
27.5229,15.2905,27.5229,20,60,6.5,False,False,False
10.99998,6.1111,10.99998,20,60,6.5,False,False,False
18.35802,10.1989,18.35802,20,60,6.5,False,False,False
4.89267,2.17452,4.89267,28,65,6.0,True,False,False
33.33325,15.999959999999998,29.33326,25,80,6.5,False,False,True
9.0,5.0,9.0,20,60,6.5,False,False,False
83.85975,40.25268,73.79658,25,80,6.5,False,False,True
27.40275,13.15332,24.11442,25,80,6.5,False,False,True
55.20525000000001,26.498520000000003,48.58062,25,80,6.5,False,False,True
5.99994,2.66664,5.99994,28,65,6.0,True,False,False
15.79968,8.7776,15.79968,20,60,6.5,False,False,False
46.6505,22.39224,41.05244,25,80,6.5,False,False,True
135.98171999999997,60.43632,85.61811999999999,22,70,6.0,False,True,False
15.31584,8.508799999999999,15.31584,20,60,6.5,False,False,False
11.27376,6.263200000000001,11.27376,20,60,6.5,False,False,False
60.33375,28.9602,53.0937,25,80,6.5,False,False,True
2.88009,1.28004,2.88009,28,65,6.0,True,False,False
35.85951,15.93756,22.57821,22,70,6.0,False,True,False
25.5975,12.2868,22.5258,25,80,6.5,False,False,True
20.23974,8.995439999999999,12.74354,22,70,6.0,False,True,False
52.42698,23.30088,33.00958,22,70,6.0,False,True,False
19.9125,8.850000000000001,12.5375,22,70,6.0,False,True,False
47.30562,21.02472,29.78502,22,70,6.0,False,True,False
43.2,19.200000000000003,27.200000000000003,22,70,6.0,False,True,False
18.0,10.0,18.0,20,60,6.5,False,False,False
1.4960699999999998,0.66492,1.4960699999999998,28,65,6.0,True,False,False
52.16675000000001,25.040040000000005,45.906740000000006,25,80,6.5,False,False,True
27.899909999999995,12.399959999999998,17.566609999999997,22,70,6.0,False,True,False
22.68625,10.889400000000002,19.9639,25,80,6.5,False,False,True
15.00012,6.66672,15.00012,28,65,6.0,True,False,False
6.299910000000001,2.79996,6.299910000000001,28,65,6.0,True,False,False
31.25,15.0,27.5,25,80,6.5,False,False,True
28.01106,15.5617,28.01106,20,60,6.5,False,False,False
11.8143,6.5635,11.8143,20,60,6.5,False,False,False
6.75,3.0,6.75,28,65,6.0,True,False,False
46.81875,22.473,41.2005,25,80,6.5,False,False,True
12.0195,6.677499999999999,12.0195,20,60,6.5,False,False,False
8.999909999999998,3.99996,8.999909999999998,28,65,6.0,True,False,False
12.5,6.0,11.0,25,80,6.5,False,False,True
26.923,12.92304,23.69224,25,80,6.5,False,False,True
2.6028,1.1568,2.6028,28,65,6.0,True,False,False
5.94774,3.3043,5.94774,20,60,6.5,False,False,False
10.70262,5.945900000000001,10.70262,20,60,6.5,False,False,False
31.25,15.0,27.5,25,80,6.5,False,False,True
5.16564,2.29584,5.16564,28,65,6.0,True,False,False
11.01006,6.1167,11.01006,20,60,6.5,False,False,False
70.78725,31.461,44.56975,22,70,6.0,False,True,False
31.4025,15.0732,27.6342,25,80,6.5,False,False,True
23.18886,12.8827,23.18886,20,60,6.5,False,False,False
7.269210000000001,3.23076,7.269210000000001,28,65,6.0,True,False,False
7.4106900000000016,3.293640000000001,7.4106900000000016,28,65,6.0,True,False,False
15.89652,8.8314,15.89652,20,60,6.5,False,False,False
5.99643,2.66508,5.99643,28,65,6.0,True,False,False
15.95448,8.8636,15.95448,20,60,6.5,False,False,False
17.01,7.56,10.71,22,70,6.0,False,True,False
24.45275,11.73732,21.51842,25,80,6.5,False,False,True
13.26312,7.3684,13.26312,20,60,6.5,False,False,False
30.825000000000003,14.796,27.126,25,80,6.5,False,False,True
42.00012,18.66672,26.44452,22,70,6.0,False,True,False
22.33521,9.92676,14.06291,22,70,6.0,False,True,False
31.83125,15.279,28.0115,25,80,6.5,False,False,True
8.6967,4.8315,8.6967,20,60,6.5,False,False,False
25.71426,11.42856,16.19046,22,70,6.0,False,True,False
5.5385100000000005,2.46156,5.5385100000000005,28,65,6.0,True,False,False
24.1135,11.57448,21.21988,25,80,6.5,False,False,True
4.5,2.5,4.5,20,60,6.5,False,False,False
10.04778,4.46568,10.04778,28,65,6.0,True,False,False
22.35492,12.4194,22.35492,20,60,6.5,False,False,False
27.0,12.0,17.0,22,70,6.0,False,True,False
10.080000000000002,5.6000000000000005,10.080000000000002,20,60,6.5,False,False,False
61.02000000000001,29.289600000000004,53.69760000000001,25,80,6.5,False,False,True
2.86375,1.3746,2.5201,25,80,6.5,False,False,True
6.2054100000000005,2.75796,6.2054100000000005,28,65,6.0,True,False,False
118.38474,52.61544,74.53854,22,70,6.0,False,True,False
3.645000000000001,1.62,3.645000000000001,28,65,6.0,True,False,False
49.289,23.65872,43.37432,25,80,6.5,False,False,True
28.39275,13.62852,24.98562,25,80,6.5,False,False,True
29.611750000000004,14.213640000000002,26.05834,25,80,6.5,False,False,True
28.58814,12.705839999999998,17.99994,22,70,6.0,False,True,False
8.449019999999999,4.693899999999999,8.449019999999999,20,60,6.5,False,False,False
40.42,19.4016,35.5696,25,80,6.5,False,False,True
2.7,1.2000000000000002,2.7,28,65,6.0,True,False,False
27.62586,12.27816,17.39406,22,70,6.0,False,True,False
30.375,13.5,19.125,22,70,6.0,False,True,False
6.352919999999999,3.5294,6.352919999999999,20,60,6.5,False,False,False
46.146,22.15008,40.60848,25,80,6.5,False,False,True
33.232409999999994,14.769959999999998,20.92411,22,70,6.0,False,True,False
115.37586,51.27816,72.64406,22,70,6.0,False,True,False
66.66675,32.00004,58.66674,25,80,6.5,False,False,True
1.40373,0.62388,1.40373,28,65,6.0,True,False,False
16.17426,8.985700000000001,16.17426,20,60,6.5,False,False,False
34.94124,15.52944,22.00004,22,70,6.0,False,True,False
3.8961,1.7316000000000005,3.8961,28,65,6.0,True,False,False
18.10971,8.048760000000001,11.40241,22,70,6.0,False,True,False
23.82225,11.43468,20.96358,25,80,6.5,False,False,True
9.18486,5.1027000000000005,9.18486,20,60,6.5,False,False,False
3.41388,1.51728,3.41388,28,65,6.0,True,False,False
22.135140000000003,9.837840000000002,13.936940000000002,22,70,6.0,False,True,False
8.1,4.5,8.1,20,60,6.5,False,False,False
16.83425,8.08044,14.81414,25,80,6.5,False,False,True
18.0,10.0,18.0,20,60,6.5,False,False,False
55.45249999999999,26.6172,48.7982,25,80,6.5,False,False,True
46.605250000000005,22.370520000000003,41.012620000000005,25,80,6.5,False,False,True
21.972,10.54656,19.33536,25,80,6.5,False,False,True
20.0,9.6,17.6,25,80,6.5,False,False,True
85.4085,40.99608,75.15948,25,80,6.5,False,False,True
56.16,24.96,35.36,22,70,6.0,False,True,False
18.78426,10.4357,18.78426,20,60,6.5,False,False,False
20.8715,10.01832,18.36692,25,80,6.5,False,False,True
8.64,3.84,5.44,22,70,6.0,False,True,False
23.14278,10.28568,14.57138,22,70,6.0,False,True,False
60.89750000000001,29.2308,53.5898,25,80,6.5,False,False,True
23.4695,11.26536,20.65316,25,80,6.5,False,False,True
44.88399,19.94844,28.26029,22,70,6.0,False,True,False
13.5,6.0,13.5,28,65,6.0,True,False,False
32.92250000000001,15.8028,28.971800000000005,25,80,6.5,False,False,True
16.85034,9.3613,16.85034,20,60,6.5,False,False,False
26.69571,11.86476,16.80841,22,70,6.0,False,True,False
18.60003,8.266680000000001,11.71113,22,70,6.0,False,True,False
8.88606,4.9367,8.88606,20,60,6.5,False,False,False
46.28583,20.57148,29.14293,22,70,6.0,False,True,False
39.61359,17.60604,24.94189,22,70,6.0,False,True,False
10.38474,4.61544,10.38474,28,65,6.0,True,False,False
4.5819,2.0364,4.5819,28,65,6.0,True,False,False
12.12462,6.7359,12.12462,20,60,6.5,False,False,False
43.00175,20.64084,37.84154,25,80,6.5,False,False,True
8.48592,4.7144,8.48592,20,60,6.5,False,False,False
26.780750000000005,12.854760000000002,23.56706,25,80,6.5,False,False,True
35.04465,15.575399999999998,22.06515,22,70,6.0,False,True,False
24.61572,13.6754,24.61572,20,60,6.5,False,False,False
67.03452000000001,29.79312,42.20692,22,70,6.0,False,True,False
11.43531,5.08236,11.43531,28,65,6.0,True,False,False
20.45322,11.3629,20.45322,20,60,6.5,False,False,False
46.02275,22.09092,40.50002,25,80,6.5,False,False,True
3.7269,2.0705,3.7269,20,60,6.5,False,False,False
14.898599999999998,6.621599999999999,9.3806,22,70,6.0,False,True,False
18.2592,10.144,18.2592,20,60,6.5,False,False,False
1.73583,0.7714799999999999,1.73583,28,65,6.0,True,False,False
44.14518,24.5251,44.14518,20,60,6.5,False,False,False
11.18178,4.96968,11.18178,28,65,6.0,True,False,False
7.333380000000001,4.0741000000000005,7.333380000000001,20,60,6.5,False,False,False
18.44262,10.2459,18.44262,20,60,6.5,False,False,False
9.2259,4.1004000000000005,9.2259,28,65,6.0,True,False,False
18.0,10.0,18.0,20,60,6.5,False,False,False
20.829750000000004,9.99828,18.33018,25,80,6.5,False,False,True
6.93972,3.8554,6.93972,20,60,6.5,False,False,False
53.56503000000001,23.80668,33.726130000000005,22,70,6.0,False,True,False
36.91872,16.40832,23.24512,22,70,6.0,False,True,False
8.69994,4.8333,8.69994,20,60,6.5,False,False,False
5.4,2.4000000000000004,5.4,28,65,6.0,True,False,False
11.53854,6.410299999999999,11.53854,20,60,6.5,False,False,False
18.74745,8.3322,18.74745,28,65,6.0,True,False,False
54.0,24.0,34.0,22,70,6.0,False,True,False
25.84278,11.48568,16.27138,22,70,6.0,False,True,False
41.89075,20.107560000000003,36.86386,25,80,6.5,False,False,True
43.4555,20.85864,38.240840000000006,25,80,6.5,False,False,True
12.29166,6.8287,12.29166,20,60,6.5,False,False,False
90.8145,43.59096,79.91676,25,80,6.5,False,False,True
22.09572,12.275399999999998,22.09572,20,60,6.5,False,False,False
54.94924999999999,26.37564,48.35534,25,80,6.5,False,False,True
23.722,11.38656,20.87536,25,80,6.5,False,False,True
16.70706,7.425359999999999,10.51926,22,70,6.0,False,True,False
18.84384,10.4688,18.84384,20,60,6.5,False,False,False
5.645519999999999,3.1364,5.645519999999999,20,60,6.5,False,False,False
33.71094,18.7283,33.71094,20,60,6.5,False,False,False
51.00003,22.666680000000003,32.11113,22,70,6.0,False,True,False
3.43737,1.52772,3.43737,28,65,6.0,True,False,False
13.18572,7.3254,13.18572,20,60,6.5,False,False,False
5.62698,3.1261,5.62698,20,60,6.5,False,False,False
43.421,20.84208,38.21048,25,80,6.5,False,False,True
174.85254,77.71224000000001,110.09234,22,70,6.0,False,True,False
76.32749999999999,36.63719999999999,67.1682,25,80,6.5,False,False,True
5.4,2.4000000000000004,5.4,28,65,6.0,True,False,False
9.39132,5.2174,9.39132,20,60,6.5,False,False,False
31.686000000000003,15.20928,27.88368,25,80,6.5,False,False,True
2.99997,1.33332,2.99997,28,65,6.0,True,False,False
60.83127,27.036120000000004,38.301170000000006,22,70,6.0,False,True,False
15.97806,8.8767,15.97806,20,60,6.5,False,False,False
15.904800000000002,8.836,15.904800000000002,20,60,6.5,False,False,False
4.500089999999999,2.00004,4.500089999999999,28,65,6.0,True,False,False
10.8,6.0,10.8,20,60,6.5,False,False,False
9.96066,5.5337000000000005,9.96066,20,60,6.5,False,False,False
18.00009,8.00004,11.33339,22,70,6.0,False,True,False
53.703,23.868,33.813,22,70,6.0,False,True,False
14.24574,6.33144,14.24574,28,65,6.0,True,False,False
10.9512,4.8672,10.9512,28,65,6.0,True,False,False
4.5,2.5,4.5,20,60,6.5,False,False,False
48.21768,21.43008,30.35928,22,70,6.0,False,True,False
18.360000000000003,8.16,11.56,22,70,6.0,False,True,False
36.13248,16.058880000000002,22.75008,22,70,6.0,False,True,False
11.8125,5.25,7.4375,22,70,6.0,False,True,False
20.30825,9.74796,17.87126,25,80,6.5,False,False,True
19.92573,8.85588,12.54583,22,70,6.0,False,True,False
29.214,14.02272,25.70832,25,80,6.5,False,False,True
22.90914,12.7273,22.90914,20,60,6.5,False,False,False
8.704799999999999,3.8688,8.704799999999999,28,65,6.0,True,False,False
81.0,36.0,51.0,22,70,6.0,False,True,False
0.98928,0.4396799999999999,0.98928,28,65,6.0,True,False,False
4.909140000000001,2.7273000000000005,4.909140000000001,20,60,6.5,False,False,False
5.0625,2.25,5.0625,28,65,6.0,True,False,False
8.68968,4.8276,8.68968,20,60,6.5,False,False,False
9.25236,5.1402,9.25236,20,60,6.5,False,False,False
51.32825,24.63756,45.16886,25,80,6.5,False,False,True
69.88248,31.05888,44.00008,22,70,6.0,False,True,False
1.7671500000000002,0.7854000000000001,1.7671500000000002,28,65,6.0,True,False,False
8.9334,4.963,8.9334,20,60,6.5,False,False,False
23.60151,10.48956,14.86021,22,70,6.0,False,True,False
20.0,9.6,17.6,25,80,6.5,False,False,True
14.92425,7.16364,13.13334,25,80,6.5,False,False,True
26.10009,11.60004,16.43339,22,70,6.0,False,True,False
2.63412,1.1707200000000002,2.63412,28,65,6.0,True,False,False
4.37832,1.94592,4.37832,28,65,6.0,True,False,False
25.61031,11.38236,16.12501,22,70,6.0,False,True,False
81.0,36.0,51.0,22,70,6.0,False,True,False
2.71917,1.20852,2.71917,28,65,6.0,True,False,False
3.85722,1.7143200000000005,3.85722,28,65,6.0,True,False,False
8.802539999999999,4.8903,8.802539999999999,20,60,6.5,False,False,False
31.59425,15.16524,27.80294,25,80,6.5,False,False,True
18.03546,8.01576,11.35566,22,70,6.0,False,True,False
10.75518,5.975099999999999,10.75518,20,60,6.5,False,False,False
34.1379,18.9655,34.1379,20,60,6.5,False,False,False
15.9665,7.66392,14.05052,25,80,6.5,False,False,True
6.71994,3.7333,6.71994,20,60,6.5,False,False,False
38.57139,17.14284,24.28569,22,70,6.0,False,True,False
14.21046,7.8947,14.21046,20,60,6.5,False,False,False
3.73896,1.66176,3.73896,28,65,6.0,True,False,False
4.725,2.1,4.725,28,65,6.0,True,False,False
20.22175,9.70644,17.79514,25,80,6.5,False,False,True
14.05566,6.2469600000000005,14.05566,28,65,6.0,True,False,False
50.93172,22.63632,32.06811999999999,22,70,6.0,False,True,False
37.50003,16.666680000000003,23.611130000000003,22,70,6.0,False,True,False
49.285250000000005,23.65692,43.37102,25,80,6.5,False,False,True
42.69375,18.975,26.88125,22,70,6.0,False,True,False
20.64717,9.17652,13.00007,22,70,6.0,False,True,False
18.0,10.0,18.0,20,60,6.5,False,False,False
21.1185,10.13688,18.58428,25,80,6.5,False,False,True
15.86844,8.8158,15.86844,20,60,6.5,False,False,False
6.29532,3.4974,6.29532,20,60,6.5,False,False,False
11.77884,6.543799999999999,11.77884,20,60,6.5,False,False,False
18.0,10.0,18.0,20,60,6.5,False,False,False
9.39132,5.2174,9.39132,20,60,6.5,False,False,False
16.26575,7.80756,14.313860000000002,25,80,6.5,False,False,True
25.0,12.0,22.0,25,80,6.5,False,False,True
77.39172,34.39632,48.72812,22,70,6.0,False,True,False
40.666,19.51968,35.78608,25,80,6.5,False,False,True
9.02214,5.012300000000001,9.02214,20,60,6.5,False,False,False
25.0,12.0,22.0,25,80,6.5,False,False,True
40.402800000000006,17.9568,25.438800000000004,22,70,6.0,False,True,False
31.20498,13.86888,19.64758,22,70,6.0,False,True,False
10.46574,4.65144,10.46574,28,65,6.0,True,False,False
20.720880000000005,11.5116,20.720880000000005,20,60,6.5,False,False,False
7.043400000000001,3.913,7.043400000000001,20,60,6.5,False,False,False
26.285750000000004,12.617160000000002,23.13146,25,80,6.5,False,False,True
11.8125,6.5625,11.8125,20,60,6.5,False,False,False
8.032499999999999,3.57,8.032499999999999,28,65,6.0,True,False,False
58.71124999999999,28.1814,51.66589999999999,25,80,6.5,False,False,True
154.69218,68.75208,97.39878000000002,22,70,6.0,False,True,False
95.89995,42.6222,60.38145,22,70,6.0,False,True,False
34.1037,15.1572,21.4727,22,70,6.0,False,True,False
28.19988,12.53328,17.755480000000002,22,70,6.0,False,True,False
21.29625,10.2222,18.7407,25,80,6.5,False,False,True
59.22500000000001,28.428000000000004,52.118,25,80,6.5,False,False,True
4.55994,2.5333,4.55994,20,60,6.5,False,False,False
12.53376,6.9632000000000005,12.53376,20,60,6.5,False,False,False
15.88248,7.05888,10.00008,22,70,6.0,False,True,False
10.49994,5.8333,10.49994,20,60,6.5,False,False,False
20.96253,9.31668,13.19863,22,70,6.0,False,True,False
7.714169999999999,3.42852,4.857069999999999,22,70,6.0,False,True,False
6.59313,2.93028,6.59313,28,65,6.0,True,False,False
3.5356499999999995,1.5713999999999997,3.5356499999999995,28,65,6.0,True,False,False
58.8125,28.23,51.755,25,80,6.5,False,False,True
2.40192,1.06752,2.40192,28,65,6.0,True,False,False
24.18775,11.61012,21.28522,25,80,6.5,False,False,True
27.42849,12.19044,17.26979,22,70,6.0,False,True,False
44.51225,21.36588,39.17078,25,80,6.5,False,False,True
68.2495,32.75976,60.05956,25,80,6.5,False,False,True
8.64,3.84,8.64,28,65,6.0,True,False,False
52.69225,25.29228,46.36918,25,80,6.5,False,False,True
48.57475,23.31588,42.74578,25,80,6.5,False,False,True
17.777160000000002,9.8762,17.777160000000002,20,60,6.5,False,False,False
18.63425,8.94444,16.398139999999998,25,80,6.5,False,False,True
13.83048,7.6836,13.83048,20,60,6.5,False,False,False
5.624910000000001,2.49996,5.624910000000001,28,65,6.0,True,False,False
6.330779999999999,3.5171,6.330779999999999,20,60,6.5,False,False,False
42.28821,18.79476,26.62591,22,70,6.0,False,True,False
14.163,6.79824,12.46344,25,80,6.5,False,False,True
5.633640000000001,3.1298000000000004,5.633640000000001,20,60,6.5,False,False,False
47.92365,21.2994,30.17415,22,70,6.0,False,True,False
73.63629,32.727239999999995,46.36359,22,70,6.0,False,True,False
5.571359999999999,3.0952,5.571359999999999,20,60,6.5,False,False,False
16.8876,9.382,16.8876,20,60,6.5,False,False,False
9.39708,4.17648,9.39708,28,65,6.0,True,False,False
5.69997,2.53332,5.69997,28,65,6.0,True,False,False
19.75896,10.9772,19.75896,20,60,6.5,False,False,False
12.02202,6.6789,12.02202,20,60,6.5,False,False,False
40.5,18.0,25.5,22,70,6.0,False,True,False
11.31966,6.2887,11.31966,20,60,6.5,False,False,False
4.65507,2.0689200000000003,4.65507,28,65,6.0,True,False,False
47.70009,21.20004,30.03339,22,70,6.0,False,True,False
11.02446,6.124700000000001,11.02446,20,60,6.5,False,False,False
9.2988,4.1328,9.2988,28,65,6.0,True,False,False
12.6486,7.027,12.6486,20,60,6.5,False,False,False
5.2875000000000005,2.9375,5.2875000000000005,20,60,6.5,False,False,False
33.9805,16.31064,29.90284,25,80,6.5,False,False,True
104.40009,46.40004,65.73339,22,70,6.0,False,True,False
57.857220000000005,25.71432,36.42862,22,70,6.0,False,True,False
28.29033,12.57348,17.81243,22,70,6.0,False,True,False
17.64,9.8,17.64,20,60,6.5,False,False,False
89.091,42.76368,78.40008,25,80,6.5,False,False,True
7.59375,3.375,7.59375,28,65,6.0,True,False,False
37.5,18.0,33.0,25,80,6.5,False,False,True
35.989,17.27472,31.67032,25,80,6.5,False,False,True
18.31176,10.1732,18.31176,20,60,6.5,False,False,False
13.86666,7.703699999999999,13.86666,20,60,6.5,False,False,False
51.43851000000001,22.861560000000004,32.38721,22,70,6.0,False,True,False
12.00006,6.6667,12.00006,20,60,6.5,False,False,False
49.178610000000006,21.85716,30.96431,22,70,6.0,False,True,False
23.99994,13.3333,23.99994,20,60,6.5,False,False,False
43.52625,20.8926,38.3031,25,80,6.5,False,False,True
64.98009,28.88004,40.91339,22,70,6.0,False,True,False
